protocol_mode,true_device_id,expected_profile_count,recovered_profile_count,recovered_fraction,exact_history_recovered
aura_rsp,Device-0213,2,1,0.5,False
aura_rsp,Device-0214,2,1,0.5,False
aura_rsp,Device-0215,2,1,0.5,False
aura_rsp,Device-0216,2,1,0.5,False
aura_rsp,Device-0217,2,1,0.5,False
aura_rsp,Device-0218,2,1,0.5,False
aura_rsp,Device-0219,2,1,0.5,False
aura_rsp,Device-0220,2,1,0.5,False
aura_rsp,Device-0221,2,1,0.5,False
aura_rsp,Device-0222,2,1,0.5,False
aura_rsp,Device-0223,2,1,0.5,False
aura_rsp,Device-0224,2,1,0.5,False
aura_rsp,Device-0225,2,1,0.5,False
aura_rsp,Device-0226,2,1,0.5,False
aura_rsp,Device-0227,2,1,0.5,False
aura_rsp,Device-0228,2,1,0.5,False
aura_rsp,Device-0229,2,1,0.5,False
aura_rsp,Device-0230,2,1,0.5,False
aura_rsp,Device-0231,2,1,0.5,False
aura_rsp,Device-0232,2,1,0.5,False
aura_rsp,Device-0233,2,1,0.5,False
aura_rsp,Device-0234,2,1,0.5,False
aura_rsp,Device-0235,2,1,0.5,False
aura_rsp,Device-0236,2,1,0.5,False
aura_rsp,Device-0237,2,1,0.5,False
aura_rsp,Device-0238,2,1,0.5,False
aura_rsp,Device-0239,2,1,0.5,False
aura_rsp,Device-0240,2,1,0.5,False
aura_rsp,Device-0241,2,1,0.5,False
aura_rsp,Device-0242,2,1,0.5,False
aura_rsp,Device-0243,2,1,0.5,False
aura_rsp,Device-0244,2,1,0.5,False
aura_rsp,Device-0245,2,1,0.5,False
aura_rsp,Device-0246,2,1,0.5,False
aura_rsp,Device-0247,2,1,0.5,False
aura_rsp,Device-0248,2,1,0.5,False
aura_rsp,Device-0249,2,1,0.5,False
aura_rsp,Device-0250,2,1,0.5,False
